tumbol_ID,tumbol_name,amphur_ID,amphur_name,province_ID,province_name,mapTo_Shapefile_tumbol_ID
110252,เทศบาลตำบล คลองด่าน,1102,บางบ่อ,11,สมุทรปราการ,110205
110301,บางพลีใหญ่,1103,บางพลี,11,สมุทรปราการ,110301
110302,บางแก้ว,1103,บางพลี,11,สมุทรปราการ,110302
110303,บางปลา,1103,บางพลี,11,สมุทรปราการ,110303
110304,บางโฉลง,1103,บางพลี,11,สมุทรปราการ,110304
110308,ราชาเทวะ,1103,บางพลี,11,สมุทรปราการ,110308
110309,หนองปรือ,1103,บางพลี,11,สมุทรปราการ,110309
110351,เทศบาลตำบล บางพลี,1103,บางพลี,11,สมุทรปราการ,140402
110408,บางยอ,1104,พระประแดง,11,สมุทรปราการ,110408
110409,บางกะเจ้า,1104,พระประแดง,11,สมุทรปราการ,110409
110410,บางน้ำผึ้ง,1104,พระประแดง,11,สมุทรปราการ,110410
110411,บางกระสอบ,1104,พระประแดง,11,สมุทรปราการ,110411
110412,บางกอบัว,1104,พระประแดง,11,สมุทรปราการ,110412
110413,ทรงคนอง,1104,พระประแดง,11,สมุทรปราการ,110413
110451,เทศบาลเมือง พระประแดง,1104,พระประแดง,11,สมุทรปราการ,110401
110452,เทศบาลเมือง ลัดหลวง,1104,พระประแดง,11,สมุทรปราการ,110402
110452,เทศบาลเมือง ลัดหลวง,1104,พระประแดง,11,สมุทรปราการ,110403
110452,เทศบาลเมือง ลัดหลวง,1104,พระประแดง,11,สมุทรปราการ,110404
110453,เทศบาลเมือง ปู่เจ้าสมิงพราย,1104,พระประแดง,11,สมุทรปราการ,110407
110501,นาเกลือ,1105,พระสมุทรเจดีย์,11,สมุทรปราการ,110501
110502,บ้านคลองสวน,1105,พระสมุทรเจดีย์,11,สมุทรปราการ,110502
110503,แหลมฟ้าผ่า,1105,พระสมุทรเจดีย์,11,สมุทรปราการ,110503
110505,ในคลองบางปลากด,1105,พระสมุทรเจดีย์,11,สมุทรปราการ,110505
110551,เทศบาลตำบล พระสมุทรเจดีย์,1105,พระสมุทรเจดีย์,11,สมุทรปราการ,110504
110552,เทศบาลตำบล แหลมฟ้าผ่า,1105,พระสมุทรเจดีย์,11,สมุทรปราการ,110503
110601,บางเสาธง,1106,บางเสาธง,11,สมุทรปราการ,110601
110602,ศีรษะจรเข้น้อย,1106,บางเสาธง,11,สมุทรปราการ,110602
110603,ศีรษะจรเข้ใหญ่,1106,บางเสาธง,11,สมุทรปราการ,110603
110651,เทศบาลตำบล บางเสาธง,1106,บางเสาธง,11,สมุทรปราการ,110601
120106,บางไผ่,1201,เมืองนนทบุรี,12,นนทบุรี,120106
120108,บางกร่าง,1201,เมืองนนทบุรี,12,นนทบุรี,120108
120109,ไทรม้า,1201,เมืองนนทบุรี,12,นนทบุรี,120109
120110,บางรักน้อย,1201,เมืองนนทบุรี,12,นนทบุรี,120110
120151,เทศบาลนคร นนทบุรี,1201,เมืองนนทบุรี,12,นนทบุรี,120101
120151,เทศบาลนคร นนทบุรี,1201,เมืองนนทบุรี,12,นนทบุรี,120102
120151,เทศบาลนคร นนทบุรี,1201,เมืองนนทบุรี,12,นนทบุรี,120103
120151,เทศบาลนคร นนทบุรี,1201,เมืองนนทบุรี,12,นนทบุรี,120104
120151,เทศบาลนคร นนทบุรี,1201,เมืองนนทบุรี,12,นนทบุรี,120105
120152,เทศบาลเมือง บางศรีเมือง,1201,เมืองนนทบุรี,12,นนทบุรี,120107
120203,บางสีทอง,1202,บางกรวย,12,นนทบุรี,120203
120204,บางขนุน,1202,บางกรวย,12,นนทบุรี,120204
120205,บางขุนกอง,1202,บางกรวย,12,นนทบุรี,120205
120206,บางคูเวียง,1202,บางกรวย,12,นนทบุรี,120206
120207,มหาสวัสดิ์,1202,บางกรวย,12,นนทบุรี,120207
120208,ปลายบาง,1202,บางกรวย,12,นนทบุรี,120208
120209,ศาลากลาง,1202,บางกรวย,12,นนทบุรี,120209
120251,เทศบาลเมือง บางกรวย,1202,บางกรวย,12,นนทบุรี,120202
120301,บางม่วง,1203,บางใหญ่,12,นนทบุรี,120301
120302,บางแม่นาง,1203,บางใหญ่,12,นนทบุรี,120302
120303,บางเลน,1203,บางใหญ่,12,นนทบุรี,120303
120304,เสาธงหิน,1203,บางใหญ่,12,นนทบุรี,120304
120305,บางใหญ่,1203,บางใหญ่,12,นนทบุรี,120305
120306,บ้านใหม่,1203,บางใหญ่,12,นนทบุรี,120306
120402,บางบัวทอง,1204,บางบัวทอง,12,นนทบุรี,120402
120403,บางรักใหญ่,1204,บางบัวทอง,12,นนทบุรี,120403
120404,บางคูรัด,1204,บางบัวทอง,12,นนทบุรี,120404
120405,ละหาร,1204,บางบัวทอง,12,นนทบุรี,120405
120406,ลำโพ,1204,บางบัวทอง,12,นนทบุรี,120406
120407,พิมลราช,1204,บางบัวทอง,12,นนทบุรี,120407
120408,บางรักพัฒนา,1204,บางบัวทอง,12,นนทบุรี,120408
120451,เทศบาลเมือง บางบัวทอง,1204,บางบัวทอง,12,นนทบุรี,120402
120501,ไทรน้อย,1205,ไทรน้อย,12,นนทบุรี,120501
120502,ราษฎร์นิยม,1205,ไทรน้อย,12,นนทบุรี,120502
120503,หนองเพรางาย,1205,ไทรน้อย,12,นนทบุรี,120503
120504,ไทรใหญ่,1205,ไทรน้อย,12,นนทบุรี,120504
120505,ขุนศรี,1205,ไทรน้อย,12,นนทบุรี,120505
120506,คลองขวาง,1205,ไทรน้อย,12,นนทบุรี,120506
120507,ทวีวัฒนา,1205,ไทรน้อย,12,นนทบุรี,120507
120605,บางตะไนย์,1206,ปากเกร็ด,12,นนทบุรี,120605
120606,คลองพระอุดม,1206,ปากเกร็ด,12,นนทบุรี,120606
120607,ท่าอิฐ,1206,ปากเกร็ด,12,นนทบุรี,120607
120608,เกาะเกร็ด,1206,ปากเกร็ด,12,นนทบุรี,120608
120609,อ้อมเกร็ด,1206,ปากเกร็ด,12,นนทบุรี,120609
120610,คลองข่อย,1206,ปากเกร็ด,12,นนทบุรี,120610
120611,บางพลับ,1206,ปากเกร็ด,12,นนทบุรี,120611
120651,เทศบาลนคร ปากเกร็ด,1206,ปากเกร็ด,12,นนทบุรี,120601
130102,บ้านใหม่,1301,เมืองปทุมธานี,13,ปทุมธานี,130102
130103,บ้านกลาง,1301,เมืองปทุมธานี,13,ปทุมธานี,130103
130104,บ้านฉาง,1301,เมืองปทุมธานี,13,ปทุมธานี,130104
130105,บ้านกระแชง,1301,เมืองปทุมธานี,13,ปทุมธานี,130105
130106,บางขะแยง,1301,เมืองปทุมธานี,13,ปทุมธานี,130106
130108,บางหลวง,1301,เมืองปทุมธานี,13,ปทุมธานี,130108
130109,บางเดื่อ,1301,เมืองปทุมธานี,13,ปทุมธานี,130109
130110,บางพูด,1301,เมืองปทุมธานี,13,ปทุมธานี,130110
130111,บางพูน,1301,เมืองปทุมธานี,13,ปทุมธานี,130111
130112,บางกะดี,1301,เมืองปทุมธานี,13,ปทุมธานี,130112
130113,สวนพริกไทย,1301,เมืองปทุมธานี,13,ปทุมธานี,130113
130114,หลักหก,1301,เมืองปทุมธานี,13,ปทุมธานี,130114
130151,เทศบาลเมือง ปทุมธานี,1301,เมืองปทุมธานี,13,ปทุมธานี,130101
130152,เทศบาลเมือง บางคูวัด,1301,เมืองปทุมธานี,13,ปทุมธานี,130107
130153,เทศบาลตำบล บางหลวง,1301,เมืองปทุมธานี,13,ปทุมธานี,130108
130203,คลองสาม,1302,คลองหลวง,13,ปทุมธานี,130203
130204,คลองสี่,1302,คลองหลวง,13,ปทุมธานี,130204
130205,คลองห้า,1302,คลองหลวง,13,ปทุมธานี,130205
130206,คลองหก,1302,คลองหลวง,13,ปทุมธานี,130206
130207,คลองเจ็ด,1302,คลองหลวง,13,ปทุมธานี,130207
130251,เทศบาลเมือง ท่าโขลง,1302,คลองหลวง,13,ปทุมธานี,130202
130252,เทศบาลเมือง คลองหลวง,1302,คลองหลวง,13,ปทุมธานี,130201
130351,เทศบาลนคร รังสิต,1303,ธัญบุรี,13,ปทุมธานี,130303
130352,เทศบาลเมือง บึงยี่โถ,1303,ธัญบุรี,13,ปทุมธานี,130302
130353,เทศบาลเมือง สนั่นรักษ์,1303,ธัญบุรี,13,ปทุมธานี,130305
130353,เทศบาลเมือง สนั่นรักษ์,1303,ธัญบุรี,13,ปทุมธานี,130306
130354,เทศบาลตำบล ธัญบุรี,1303,ธัญบุรี,13,ปทุมธานี,130303
130354,เทศบาลตำบล ธัญบุรี,1303,ธัญบุรี,13,ปทุมธานี,130304
130401,บึงบา,1304,หนองเสือ,13,ปทุมธานี,130401
130402,บึงบอน,1304,หนองเสือ,13,ปทุมธานี,130402
130403,บึงกาสาม,1304,หนองเสือ,13,ปทุมธานี,130403
130404,บึงชำอ้อ,1304,หนองเสือ,13,ปทุมธานี,130404
130405,หนองสามวัง,1304,หนองเสือ,13,ปทุมธานี,130405
130406,ศาลาครุ,1304,หนองเสือ,13,ปทุมธานี,130406
130407,นพรัตน์,1304,หนองเสือ,13,ปทุมธานี,130407
130451,เทศบาลตำบล หนองเสือ,1304,หนองเสือ,13,ปทุมธานี,130401
130501,ระแหง,1305,ลาดหลุมแก้ว,13,ปทุมธานี,130501
130502,ลาดหลุมแก้ว,1305,ลาดหลุมแก้ว,13,ปทุมธานี,130502
130503,คูบางหลวง,1305,ลาดหลุมแก้ว,13,ปทุมธานี,130503
130504,คูขวาง,1305,ลาดหลุมแก้ว,13,ปทุมธานี,130504
130505,คลองพระอุดม,1305,ลาดหลุมแก้ว,13,ปทุมธานี,130505
130506,บ่อเงิน,1305,ลาดหลุมแก้ว,13,ปทุมธานี,130506
130507,หน้าไม้,1305,ลาดหลุมแก้ว,13,ปทุมธานี,130507
130551,เทศบาลตำบล ระแหง,1305,ลาดหลุมแก้ว,13,ปทุมธานี,130501
130603,บึงคำพร้อย,1306,ลำลูกกา,13,ปทุมธานี,130603
130604,ลำลูกกา,1306,ลำลูกกา,13,ปทุมธานี,130604
130605,บึงทองหลาง,1306,ลำลูกกา,13,ปทุมธานี,130605
130606,ลำไทร,1306,ลำลูกกา,13,ปทุมธานี,130606
130607,บึงคอไห,1306,ลำลูกกา,13,ปทุมธานี,130607
130608,พืชอุดม,1306,ลำลูกกา,13,ปทุมธานี,130608
130651,เทศบาลเมือง คูคต,1306,ลำลูกกา,13,ปทุมธานี,130601
130652,เทศบาลเมือง ลำสามแก้ว,1306,ลำลูกกา,13,ปทุมธานี,130601
130653,เทศบาลเมือง ลาดสวาย,1306,ลำลูกกา,13,ปทุมธานี,130602
130654,เทศบาลตำบล ลำไทร,1306,ลำลูกกา,13,ปทุมธานี,130606
130655,เทศบาลตำบล ลำลูกกา,1306,ลำลูกกา,13,ปทุมธานี,130604
130701,บางเตย,1307,สามโคก,13,ปทุมธานี,130701
130702,คลองควาย,1307,สามโคก,13,ปทุมธานี,130702
130703,สามโคก,1307,สามโคก,13,ปทุมธานี,130703
130704,กระแชง,1307,สามโคก,13,ปทุมธานี,130704
130705,บางโพธิ์เหนือ,1307,สามโคก,13,ปทุมธานี,130705
130706,เชียงรากใหญ่,1307,สามโคก,13,ปทุมธานี,130706
130707,บ้านปทุม,1307,สามโคก,13,ปทุมธานี,130707
130708,บ้านงิ้ว,1307,สามโคก,13,ปทุมธานี,130708
130709,เชียงรากน้อย,1307,สามโคก,13,ปทุมธานี,130709
130710,บางกระบือ,1307,สามโคก,13,ปทุมธานี,130710
130711,ท้ายเกาะ,1307,สามโคก,13,ปทุมธานี,130711
130751,เทศบาลตำบล บางเตย,1307,สามโคก,13,ปทุมธานี,130701
140107,ปากกราน,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140107
140108,ภูเขาทอง,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140108
140109,สำเภาล่ม,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140109
140110,สวนพริก,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140110
140111,คลองตะเคียน,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140111
140112,วัดตูม,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140112
140113,หันตรา,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140113
140114,ลุมพลี,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140114
140115,บ้านใหม่,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140115
140116,บ้านเกาะ,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140116
140117,คลองสวนพลู,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140117
140118,คลองสระบัว,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140118
140119,เกาะเรียน,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140119
140120,บ้านป้อม,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140120
140121,บ้านรุน,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140121
140151,เทศบาลนคร พระนครศรีอยุธยา,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140101
140151,เทศบาลนคร พระนครศรีอยุธยา,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140102
140151,เทศบาลนคร พระนครศรีอยุธยา,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140103
140151,เทศบาลนคร พระนครศรีอยุธยา,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140104
140151,เทศบาลนคร พระนครศรีอยุธยา,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140105
140152,เทศบาลเมือง อโยธยา,1401,พระนครศรีอยุธยา,14,พระนครศรีอยุธยา,140106
140202,จำปา,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140202
140203,ท่าหลวง,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140203
140204,บ้านร่อม,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140204
140205,ศาลาลอย,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140205
140206,วังแดง,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140206
140207,โพธิ์เอน,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140207
140208,ปากท่า,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140208
140209,หนองขนาก,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140209
140210,ท่าเจ้าสนุก,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140210
140251,เทศบาลตำบล ท่าหลวง,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140203
140252,เทศบาลตำบล ท่าเรือ,1402,ท่าเรือ,14,พระนครศรีอยุธยา,140201
140302,ท่าช้าง,1403,นครหลวง,14,พระนครศรีอยุธยา,140302
140303,บ่อโพง,1403,นครหลวง,14,พระนครศรีอยุธยา,140303
140304,บ้านชุ้ง,1403,นครหลวง,14,พระนครศรีอยุธยา,140304
140305,ปากจั่น,1403,นครหลวง,14,พระนครศรีอยุธยา,140305
140306,บางระกำ,1403,นครหลวง,14,พระนครศรีอยุธยา,140306
140307,บางพระครู,1403,นครหลวง,14,พระนครศรีอยุธยา,140307
140308,แม่ลา,1403,นครหลวง,14,พระนครศรีอยุธยา,140308
140309,หนองปลิง,1403,นครหลวง,14,พระนครศรีอยุธยา,140309
140310,คลองสะแก,1403,นครหลวง,14,พระนครศรีอยุธยา,140310
140311,สามไถ,1403,นครหลวง,14,พระนครศรีอยุธยา,140311
140312,พระนอน,1403,นครหลวง,14,พระนครศรีอยุธยา,140312
140351,เทศบาลตำบล นครหลวง,1403,นครหลวง,14,พระนครศรีอยุธยา,140301
140401,บางไทร,1404,บางไทร,14,พระนครศรีอยุธยา,140401
140402,บางพลี,1404,บางไทร,14,พระนครศรีอยุธยา,140402
140403,สนามชัย,1404,บางไทร,14,พระนครศรีอยุธยา,140403
140404,บ้านแป้ง,1404,บางไทร,14,พระนครศรีอยุธยา,140404
140405,หน้าไม้,1404,บางไทร,14,พระนครศรีอยุธยา,140405
140406,บางยี่โท,1404,บางไทร,14,พระนครศรีอยุธยา,140406
140407,แคออก,1404,บางไทร,14,พระนครศรีอยุธยา,140407
140408,แคตก,1404,บางไทร,14,พระนครศรีอยุธยา,140408
140409,ช่างเหล็ก,1404,บางไทร,14,พระนครศรีอยุธยา,140409
140410,กระแชง,1404,บางไทร,14,พระนครศรีอยุธยา,140410
140411,บ้านกลึง,1404,บางไทร,14,พระนครศรีอยุธยา,140411
140412,ช้างน้อย,1404,บางไทร,14,พระนครศรีอยุธยา,140412
140413,ห่อหมก,1404,บางไทร,14,พระนครศรีอยุธยา,140413
140414,ไผ่พระ,1404,บางไทร,14,พระนครศรีอยุธยา,140414
140415,กกแก้วบูรพา,1404,บางไทร,14,พระนครศรีอยุธยา,140415
140416,ไม้ตรา,1404,บางไทร,14,พระนครศรีอยุธยา,140416
140417,บ้านม้า,1404,บางไทร,14,พระนครศรีอยุธยา,140417
140418,บ้านเกาะ,1404,บางไทร,14,พระนครศรีอยุธยา,140418
140419,ราชคราม,1404,บางไทร,14,พระนครศรีอยุธยา,140419
140420,ช้างใหญ่,1404,บางไทร,14,พระนครศรีอยุธยา,140420
140421,โพแตง,1404,บางไทร,14,พระนครศรีอยุธยา,140421
140422,เชียงรากน้อย,1404,บางไทร,14,พระนครศรีอยุธยา,140422
140423,โคกช้าง,1404,บางไทร,14,พระนครศรีอยุธยา,140423
140501,บางบาล,1405,บางบาล,14,พระนครศรีอยุธยา,140501
140502,วัดยม,1405,บางบาล,14,พระนครศรีอยุธยา,140502
140503,ไทรน้อย,1405,บางบาล,14,พระนครศรีอยุธยา,140503
140504,สะพานไทย,1405,บางบาล,14,พระนครศรีอยุธยา,140504
140505,มหาพราหมณ์,1405,บางบาล,14,พระนครศรีอยุธยา,140505
140506,กบเจา,1405,บางบาล,14,พระนครศรีอยุธยา,140506
140507,บ้านคลัง,1405,บางบาล,14,พระนครศรีอยุธยา,140507
140508,พระขาว,1405,บางบาล,14,พระนครศรีอยุธยา,140508
140509,น้ำเต้า,1405,บางบาล,14,พระนครศรีอยุธยา,140509
140510,ทางช้าง,1405,บางบาล,14,พระนครศรีอยุธยา,140510
140511,วัดตะกู,1405,บางบาล,14,พระนครศรีอยุธยา,140511
140512,บางหลวง,1405,บางบาล,14,พระนครศรีอยุธยา,140512
140513,บางหลวงโดด,1405,บางบาล,14,พระนครศรีอยุธยา,140513
140514,บางหัก,1405,บางบาล,14,พระนครศรีอยุธยา,140514
140515,บางชะนี,1405,บางบาล,14,พระนครศรีอยุธยา,140515
140516,บ้านกุ่ม,1405,บางบาล,14,พระนครศรีอยุธยา,140516
140601,บ้านเลน,1406,บางปะอิน,14,พระนครศรีอยุธยา,140601
140602,เชียงรากน้อย,1406,บางปะอิน,14,พระนครศรีอยุธยา,140602
140603,บ้านโพ,1406,บางปะอิน,14,พระนครศรีอยุธยา,140603
140604,บ้านกรด,1406,บางปะอิน,14,พระนครศรีอยุธยา,140604
140605,บางกระสั้น,1406,บางปะอิน,14,พระนครศรีอยุธยา,140605
140606,คลองจิก,1406,บางปะอิน,14,พระนครศรีอยุธยา,140606
140607,บ้านหว้า,1406,บางปะอิน,14,พระนครศรีอยุธยา,140607
140608,วัดยม,1406,บางปะอิน,14,พระนครศรีอยุธยา,140608
140609,บางประแดง,1406,บางปะอิน,14,พระนครศรีอยุธยา,140609
140610,สามเรือน,1406,บางปะอิน,14,พระนครศรีอยุธยา,140610
140611,เกาะเกิด,1406,บางปะอิน,14,พระนครศรีอยุธยา,140611
140612,บ้านพลับ,1406,บางปะอิน,14,พระนครศรีอยุธยา,140612
140613,บ้านแป้ง,1406,บางปะอิน,14,พระนครศรีอยุธยา,140613
140614,คุ้งลาน,1406,บางปะอิน,14,พระนครศรีอยุธยา,140614
140615,ตลิ่งชัน,1406,บางปะอิน,14,พระนครศรีอยุธยา,140615
140616,บ้านสร้าง,1406,บางปะอิน,14,พระนครศรีอยุธยา,140616
140617,ตลาดเกรียบ,1406,บางปะอิน,14,พระนครศรีอยุธยา,140617
140618,ขนอนหลวง,1406,บางปะอิน,14,พระนครศรีอยุธยา,140618
140701,บางปะหัน,1407,บางปะหัน,14,พระนครศรีอยุธยา,140701
140702,ขยาย,1407,บางปะหัน,14,พระนครศรีอยุธยา,140702
140703,บางเดื่อ,1407,บางปะหัน,14,พระนครศรีอยุธยา,140703
140704,เสาธง,1407,บางปะหัน,14,พระนครศรีอยุธยา,140704
140705,ทางกลาง,1407,บางปะหัน,14,พระนครศรีอยุธยา,140705
140706,บางเพลิง,1407,บางปะหัน,14,พระนครศรีอยุธยา,140706
140707,หันสัง,1407,บางปะหัน,14,พระนครศรีอยุธยา,140707
140708,บางนางร้า,1407,บางปะหัน,14,พระนครศรีอยุธยา,140708
140709,ตานิม,1407,บางปะหัน,14,พระนครศรีอยุธยา,140709
140710,ทับน้ำ,1407,บางปะหัน,14,พระนครศรีอยุธยา,140710
140711,บ้านม้า,1407,บางปะหัน,14,พระนครศรีอยุธยา,140711
140713,บ้านลี่,1407,บางปะหัน,14,พระนครศรีอยุธยา,140713
140714,โพธิ์สามต้น,1407,บางปะหัน,14,พระนครศรีอยุธยา,140714
140715,พุทเลา,1407,บางปะหัน,14,พระนครศรีอยุธยา,140715
140716,ตาลเอน,1407,บางปะหัน,14,พระนครศรีอยุธยา,140716
140717,บ้านขล้อ,1407,บางปะหัน,14,พระนครศรีอยุธยา,140717
140751,เทศบาลตำบล บางปะหัน,1407,บางปะหัน,14,พระนครศรีอยุธยา,140701
140801,ผักไห่,1408,ผักไห่,14,พระนครศรีอยุธยา,140801
140802,อมฤต,1408,ผักไห่,14,พระนครศรีอยุธยา,140802
140803,บ้านแค,1408,ผักไห่,14,พระนครศรีอยุธยา,140803
140804,ลาดน้ำเค็ม,1408,ผักไห่,14,พระนครศรีอยุธยา,140804
140805,ตาลาน,1408,ผักไห่,14,พระนครศรีอยุธยา,140805
140806,ท่าดินแดง,1408,ผักไห่,14,พระนครศรีอยุธยา,140806
140807,ดอนลาน,1408,ผักไห่,14,พระนครศรีอยุธยา,140807
140808,นาคู,1408,ผักไห่,14,พระนครศรีอยุธยา,140808
140809,กุฎี,1408,ผักไห่,14,พระนครศรีอยุธยา,140809
140810,ลำตะเคียน,1408,ผักไห่,14,พระนครศรีอยุธยา,140810
140811,โคกช้าง,1408,ผักไห่,14,พระนครศรีอยุธยา,140811
140812,จักราช,1408,ผักไห่,14,พระนครศรีอยุธยา,140812
140813,หนองน้ำใหญ่,1408,ผักไห่,14,พระนครศรีอยุธยา,140813
140814,ลาดชิด,1408,ผักไห่,14,พระนครศรีอยุธยา,140814
140815,หน้าโคก,1408,ผักไห่,14,พระนครศรีอยุธยา,140815
140816,บ้านใหญ่,1408,ผักไห่,14,พระนครศรีอยุธยา,140816
140901,ภาชี,1409,ภาชี,14,พระนครศรีอยุธยา,140901
140902,โคกม่วง,1409,ภาชี,14,พระนครศรีอยุธยา,140902
140903,ระโสม,1409,ภาชี,14,พระนครศรีอยุธยา,140903
140904,หนองน้ำใส,1409,ภาชี,14,พระนครศรีอยุธยา,140904
140905,ดอนหญ้านาง,1409,ภาชี,14,พระนครศรีอยุธยา,140905
140906,ไผ่ล้อม,1409,ภาชี,14,พระนครศรีอยุธยา,140906
140907,กระจิว,1409,ภาชี,14,พระนครศรีอยุธยา,140907
140908,พระแก้ว,1409,ภาชี,14,พระนครศรีอยุธยา,140908
141001,ลาดบัวหลวง,1410,ลาดบัวหลวง,14,พระนครศรีอยุธยา,141001
141002,หลักชัย,1410,ลาดบัวหลวง,14,พระนครศรีอยุธยา,141002
141003,สามเมือง,1410,ลาดบัวหลวง,14,พระนครศรีอยุธยา,141003
141004,พระยาบันลือ,1410,ลาดบัวหลวง,14,พระนครศรีอยุธยา,141004
141005,สิงหนาท,1410,ลาดบัวหลวง,14,พระนครศรีอยุธยา,141005
141006,คู้สลอด,1410,ลาดบัวหลวง,14,พระนครศรีอยุธยา,141006
141007,คลองพระยาบันลือ,1410,ลาดบัวหลวง,14,พระนครศรีอยุธยา,141007
141051,เทศบาลตำบล ลาดบัวหลวง,1410,ลาดบัวหลวง,14,พระนครศรีอยุธยา,141001
141102,บ่อตาโล่,1411,วังน้อย,14,พระนครศรีอยุธยา,141102
141103,วังน้อย,1411,วังน้อย,14,พระนครศรีอยุธยา,141103
141104,ลำไทร,1411,วังน้อย,14,พระนครศรีอยุธยา,141104
141105,สนับทึบ,1411,วังน้อย,14,พระนครศรีอยุธยา,141105
141106,พยอม,1411,วังน้อย,14,พระนครศรีอยุธยา,141106
141107,หันตะเภา,1411,วังน้อย,14,พระนครศรีอยุธยา,141107
141108,วังจุฬา,1411,วังน้อย,14,พระนครศรีอยุธยา,141108
141109,ข้าวงาม,1411,วังน้อย,14,พระนครศรีอยุธยา,141109
141110,ชะแมบ,1411,วังน้อย,14,พระนครศรีอยุธยา,141110
141151,เทศบาลเมือง ลำตาเสา,1411,วังน้อย,14,พระนครศรีอยุธยา,141101
141202,บ้านแพน,1412,เสนา,14,พระนครศรีอยุธยา,141202
141204,สามกอ,1412,เสนา,14,พระนครศรีอยุธยา,141204
141205,บางนมโค,1412,เสนา,14,พระนครศรีอยุธยา,141205
141206,หัวเวียง,1412,เสนา,14,พระนครศรีอยุธยา,141206
141207,มารวิชัย,1412,เสนา,14,พระนครศรีอยุธยา,141207
141208,บ้านโพธิ์,1412,เสนา,14,พระนครศรีอยุธยา,141208
141209,รางจรเข้,1412,เสนา,14,พระนครศรีอยุธยา,141209
141210,บ้านกระทุ่ม,1412,เสนา,14,พระนครศรีอยุธยา,141210
